Id,SalePrice
2658,93748245.93357432
2718,101786926.42106085
2414,124277965.7508999
1989,71061724.0005027
625,93245203.01493937
333,43021302.94472846
1327,72827240.96749006
858,83308666.29617232
95,62593117.53607557
1568,91315364.1873811
2482,73406864.56675828
1364,66237053.77576064
2584,94046414.47354585
818,114138894.7674851
2673,102348340.58181109
2089,77201241.4339363
1297,95946784.69085117
790,80147774.60479489
2616,107960254.19812666
720,130108591.2063121
222,74394075.89670138
557,74099858.47578928
1148,87458546.04411243
2766,138218073.10183364
534,82940324.71902825
1452,64901473.12381703
630,103799815.06373917
2648,86950388.9439523
125,80762630.4749384
1904,29831777.232571587
1670,65729812.20646769
756,62946317.11495739
717,121902006.92185289
1032,91349585.77004501
852,98945618.63701963
1731,101548500.8776829
2639,73511357.5486118
2071,69432594.40651532
1267,67831961.2708901
1851,76083327.61503054
567,54720668.179730035
2439,102239431.8487935
1898,76944032.67428714
647,94095254.1706416
2256,73518241.83812621
979,53695394.94161379
1444,105270308.84871347
2485,71780500.3096829
157,60529794.96496726
88,74012868.85938969
2003,82358815.7468111
186,96888024.48323934
1425,93306982.8759278
2695,71953445.25765353
738,64745559.83876377
395,73833094.39703827
1353,93522205.19828811
1878,87677362.26061054
390,93149538.95590536
1456,104433827.400752
1103,128132013.64283203
1387,105706639.34358175
2070,104499816.1361118
1199,111384204.66027458
2479,79992360.24544063
501,117142589.50387448
2362,79987028.1411989
1718,67654097.65788221
2188,58431817.039545074
1483,55497683.192703016
2557,53067141.08323119
437,183655846.31185928
2224,172291491.9612134
1628,89751120.83451378
397,77593619.16028707
587,139008834.544469
2182,325350357.0552821
971,144182333.3198932
2611,87296170.9665887
1887,52207408.19127297
2399,135988150.00582227
2148,85548418.2151673
304,78530206.63681683
1997,56807541.65964152
2817,78102310.41614017
1431,104507609.3051628
427,121444604.367974
263,67596892.0742335
598,126583326.60656853
2895,131796009.08623715
687,77085138.66439196
1822,72430511.81291851
2191,91575812.269079
179,68251129.9244821
1009,66010044.455910936
2010,67006881.42324159
1991,91382577.55586216
1411,98082403.07129903
1721,69304611.45679311
1144,88688429.01029053
593,89171964.5896929
575,131198682.81742841
1249,102464397.41307285
1604,67363896.26749606
1064,151710396.72865435
1923,99431037.5113253
1988,57712998.269790605
2325,81683022.61245397
114,144350576.00711098
2700,107383490.11785696
217,117677178.84490165
343,99699804.17065285
386,85920377.57016744
2005,90051455.06865884
2908,124735376.6592961
1814,130842418.71429892
2446,275337829.66444963
208,81668833.31297767
1679,48295966.68793697
822,112269773.44468789
6,95698640.00325619
1781,131421894.97364675
2397,109762269.51187542
2340,98803863.90110837
1618,106548517.84266046
2843,81352559.64222075
1061,130856366.34753299
2786,75525362.92966415
1935,78225753.88405733
1341,60768236.921960466
521,106366696.21643895
2136,77460188.95814861
996,93499757.03690675
227,94816741.05661422
135,81944463.25261903
1167,58758164.05474809
294,111771656.25058769
1776,88214367.84304442
540,96433620.15724203
1717,66433778.361080974
2303,85909306.6141889
116,92082551.80313551
127,80775619.90013525
1371,88153122.92658548
1014,181796291.7397267
1507,76790498.3112292
702,89118810.30513667
750,85982907.89387454
261,88590108.47694007
1559,68854577.58122376
577,123597109.71705204
2812,100790540.62299523
2080,97465356.241371
1368,70703610.16638799
2376,71709200.20831494
659,68688987.83947104
1235,76258795.62380058
332,50185173.726076305
1917,77715902.72977842
2094,118984454.62978332
1460,105682412.07762316
1471,114431651.7782628
1509,91934481.91353202
1922,80632632.35354573
433,158498704.73239303
460,77549905.93577817
1116,97931441.62214656
1137,105037627.03008488
53,51602884.87891376
2354,109666934.74688885
1475,89372066.60966474
1761,200654513.43497258
842,75258568.6311565
2739,108769776.25356191
2509,46900288.9863628
1007,94927899.52507229
2610,97257147.31129812
1952,49193592.661444865
2719,98826661.09428653
2921,42717689.08047925
1966,80238821.91544266
292,99924842.64308666
1204,103806508.79227342
1829,140745535.37532607
2419,83530433.63467303
391,87936268.03388879
798,78681299.24754187
481,87869477.15989545
193,94013955.08457717
555,78400028.38191053
899,73966584.77713218
2357,94886106.71615091
328,49313850.86453743
1356,77361975.8124197
1154,55510331.0022493
1730,88776082.48714615
2249,71657893.09868702
1119,102444523.16818097
2856,93269867.3578978
1394,106376318.83109815
2587,70192215.22507621
61,149194042.54391652
2661,85543344.7138491
2711,77009925.37715383
1147,93482786.20337428
757,65439685.77944235
2623,61957228.42230598
