Id,SalePrice
2658,151139.58685436612
2718,201015.4624557431
2414,203743.46165389393
1989,130883.91819056659
625,169068.2613112767
333,93260.89324308513
1327,103923.3884584232
858,151393.78447423026
95,223513.01265930047
1568,160467.6938661849
2482,192443.20983534912
1364,127682.58594563988
2584,163096.08815865603
818,258052.09985500248
2673,154712.99490799685
2089,116843.36311264744
1297,164964.1931738623
790,121988.7422263996
2616,184782.2554983981
720,212370.93184550677
222,135362.16037816566
557,124678.53290999052
1148,223638.88696221623
2766,141250.3114246159
534,214658.33810833702
1452,110554.60222103912
630,126985.5884045735
2648,155245.9320109645
125,156154.7112838904
1904,23326.75410523161
1670,109112.59485296882
756,107582.59643770196
717,265057.78466998064
1032,152088.4067921996
852,234646.4484116336
1731,184846.21863292716
2639,104621.16131719411
2071,71979.56041123357
1267,132191.6082834386
1851,225002.77397394204
567,180568.06350674573
2439,227459.94576030876
1898,163948.17104207329
647,151185.3359178746
2256,228421.83581095492
979,94890.5942560106
1444,230681.73008058092
2485,112110.73056645761
157,110717.47874412942
88,119611.84735740942
2003,112011.9596028009
186,239607.25026541646
1425,270737.4380443095
2695,136070.91307274846
738,104984.18121538335
395,155436.1829663897
1353,173995.24373256322
1878,143156.42738812603
390,171347.0022913136
1456,245892.95599168423
1103,300015.49323680694
1387,124798.5938966294
2070,127958.90777355223
1199,179163.24432523607
2479,196685.3773622323
501,297838.93824954086
2362,79787.35073949827
1718,207646.58949095954
2188,62157.32288222073
1483,165598.21941703232
2557,83246.55395734054
437,312017.6684266386
2224,183301.45162827137
1628,196387.65890621196
397,123002.52510257834
587,191558.9374562878
2182,510029.34710589924
971,145468.83095565042
2611,143519.70955418388
1887,93074.7117776773
2399,326988.6615712665
2148,228986.29309495375
304,132224.62140311592
1997,132703.3744246082
2817,111181.9938172641
1431,184572.40531677264
427,356272.45356431196
263,117080.9537755585
598,163113.1539459473
2895,241850.98155822267
687,160408.40809342824
1822,129514.71855906385
2191,99806.3181047875
179,114769.94639932946
1009,222222.873433196
2010,112295.33831411612
1991,149803.8155410653
1411,167670.37818951742
1721,255971.69154246605
1144,209040.6918263028
593,233874.1521379121
575,292948.14700481086
1249,185283.9396980065
1604,112678.18340933125
1064,391549.1638001213
1923,149415.688737049
1988,102433.14539551933
2325,170227.33660046489
114,196405.01812853862
2700,210003.35130089277
217,132394.53726045997
343,174726.67026426177
386,252486.6051295941
2005,108261.64599709597
2908,122107.10267766507
1814,229982.82095269335
2446,390663.31410223956
208,160366.16908802267
1679,126020.86494259699
822,324727.7038397045
6,184466.6993465838
1781,367898.1198466086
2397,281094.218566778
2340,277665.0881147118
1618,156180.74966379954
2843,163526.4859221134
1061,331340.37957543577
2786,107810.71973088989
1935,127362.36993994401
1341,106919.80316509097
521,284785.57404708373
2136,123592.4561927527
996,171565.41577848396
227,135915.97414357495
135,156108.7860915307
1167,160933.623171492
294,219785.86751037475
1776,226812.59167056566
540,206552.28643916966
1717,207646.58949095954
2303,105481.25971904804
116,188371.83584506123
127,131829.18009028048
1371,129723.05881138938
1014,174326.327679144
1507,89744.3514358059
702,158756.36253537296
750,168332.4370677336
261,142001.3959768425
1559,54397.408957918524
577,245709.42952940648
2812,224835.0600567524
2080,172632.75431524578
1368,118281.10504295863
2376,108866.12131686846
659,122649.34516100422
1235,120168.25554140657
332,80605.00989317405
1917,141208.88225608016
2094,255827.47488677432
1460,282971.98711788515
1471,197380.64672360255
1509,112332.22692348587
1922,116936.34759032575
433,404223.4809660404
460,292411.73131230625
1116,245451.85609593126
1137,174326.31601921597
53,203227.06775094813
2354,252717.00955952145
1475,225925.07165253663
1761,457808.24170023797
842,129482.59653911577
2739,169783.83792452246
2509,191291.4362653928
1007,224482.93426165846
2610,183629.89763062925
1952,111873.00873937947
2719,199972.06056131492
2921,92866.73477102874
1966,134302.66123473435
292,122861.51700848306
1204,196339.6499108217
1829,250246.34808141843
2419,206480.8579285025
391,162060.62072103273
798,126029.33187210304
481,205651.01346718462
193,203911.54883868725
555,119023.62960803846
899,60202.70102499984
2357,182566.5920173655
328,112360.12218057632
1356,94486.1994228512
1154,105522.52863973321
1730,190188.1904566863
2249,134936.10225007217
1119,263386.8817358789
2856,128907.52137279836
1394,134339.1307567926
2587,128799.4383653577
61,310897.3316936005
2661,195897.9617281924
2711,128052.7991654271
1147,203845.85732880386
757,147168.35445781832
2623,90614.58035569778
2378,156300.5297917123
1413,147927.5272103378
1722,236545.3890185462
1112,224977.34220521245
1623,173884.23897647287
1201,211298.93767619436
1513,115440.94662929385
957,232411.24282542092
1171,278672.2600595505
1145,220083.82183134172
2726,217251.28935838398
703,147930.34915556572
760,87203.90806075558
1964,132829.26134547184
2512,205134.7382096022
159,150653.59911256912
1281,169960.59789546032
468,190885.79709396197
290,120533.23511381994
665,121596.67635964078
1463,281341.3727212236
1792,240255.60388845857
923,135813.8100713035
500,276010.2250859776
1408,122429.66897927225
331,63509.64552238351
170,120357.60699596943
2192,85350.85176119558
2571,307409.8825043229
2314,154896.84881752532
2647,94015.97130516986
422,367852.541512468
2457,331384.86676804663
1838,219427.7595999136
2805,260380.7601660682
1645,163800.87677460082
1711,296814.55191870464
2825,256198.50249676185
322,341724.11576501466
2103,273471.4067858228
342,130178.22149915376
600,97198.53380674636
488,180037.56249990768
1725,325479.0862243929
2246,254633.15160646767
2847,151657.64185421867
806,254797.5926594931
530,244432.92154228175
963,192591.57979611272
2678,94039.73681180202
171,74649.33812458464
2401,365354.0649830365
805,231958.40048594016
2259,218333.81896539743
1748,193850.0434174916
1361,145973.3061668846
1677,131709.7921990793
1406,144605.5308720701
2322,232576.24523046357
688,170724.56539985514
143,137627.79212091118
804,219146.70422043372
1214,164755.1971919597
2828,146376.4490298028
1999,192367.64470117353
2467,218605.0915128712
2665,191338.95816469938
1538,316013.44158134074
398,104718.7608741069
2822,132850.79170747148
2157,165401.1401810042
1856,176725.56235827762
1269,106113.36256078945
2570,120264.36541872157
2320,254716.5705652457
1517,126391.59063573054
2304,107156.1149301295
1312,90916.76200454833
2012,136597.1890445155
506,227642.6004944765
2865,187476.2438051178
2367,116240.81834496139
554,111490.7466135564
238,138094.57787196676
1954,105817.33209493186
2488,160480.7309224417
2291,94049.21018719778
1969,96163.72878716118
2725,154531.976844272
1482,165598.21941703232
2763,219398.70012366003
